,at,userName,content,score
437,2022-09-22 23:40:21,Roni Rahman,mohon aplikasi harap di perbaiki masuk pembuatan video sudah susah setalah masuk ke tahap selanjut nya sudah foto ktp dan tanda tangan pengaturan malah kembali ke pembuatan video 8detik lagisedang kan jaringan wifi bagus gimana ini,1
438,2022-09-22 22:02:17,Samsul,selalu gagal di upload rekam video sdh sering kali coba ulang tetap gagal dan sdh pake wifi dan data seluler tetap tidak bisa padahal kmrin sy coba mobile banking bank lain sangat mudah lancar tanpa kendala berarti bukan hp dan jaringannya bermasalah tpi dari apk brimonya,1
439,2022-09-22 17:08:49,Andri Irawan,sering terblokir sendiri padahal sering login gak pernah salah password ataupun pin giliran mau dibuka di bagian lupa password pas masukin no kartu user id email semuanya dah benar tapi tetep gk bisa katanya harap masukan data dengan benar gini amat,1
440,2022-09-22 15:11:30,REDI WISMA DANDI,sudah 3 hari berturutturut tetap aja gak bisa lolos perekaman video wajah padahal sudah sesuai arahan dan jaringan wifi juga stabil di privyid juga sudah berhasil tapi kenapa di aplikasi ini selalu gak lolos dan akhirakhir ini juga banyak keluhan yang sama tidak bisa lolos perekaman video wajah tolong segera di perbaiki gimana nasabah mau percaya kalau seperti ini soalnya aplikasi buat daftar aja banyak bug seperti ini kalau memang aplikasi ini belum siap jangan di paksakan dulu,1
441,2022-09-22 13:41:45,Wuri Rahmawati,mohon maaf saya sudah mengikuti semua arahan dengan benar tetapi ketika perekaman wajah registrasi brimo selalu saja tidak bisa pasti yang muncul koneksi jaringan buruk silahkan coba lagi nanti padahal sudah berkali kali saya coba sampai beli kuota baru tapi tetap saja tidak bisa,1
442,2022-09-22 11:04:55,Gibran Al Hasan,sudah berhasil buka rekening tapi atm tidak bisa di cetak sudah 5 bulan tidak ada pencetakan kartu atm sedangkan kondisi saya saat ini sangat butuh kartu atm kecewa terlebih aplikasi buffering jaringan wifi bagus tetep aja muncul tidak ada koneksi aneh,1
443,2022-09-22 09:18:26,Dian Persada,seribet itu menginstal aplikasi ini untuk pverifikasi diri lewat video sudah puluhan kali tetap tidak mau dan kembali ke laman kode verifikasi yg dikirimkan setelah dimasukkan muncul kode sims dan tidak ada pengiriman email ulang jika tidak sempurna apk ini kenapa direkomendasikan kepada nasabah,1
444,2022-09-22 08:08:20,yogi selputra,aplikasi apaaannnnn nihhh sudah 4 hari saya melakukan rekaman swafoto tetap aja nggak masuk masuk jauh berbeda bangat dengan aplikasi banking yang lain bukannya saya ingin membanding bandingkan tapi inilah kenyataan yang ada kadang sudah saya coba dengan handphon yang lain jangankan sampai rekaman swafoto ambil gambar ktp aja nggak bisa masuk masuk haduhhhhh capek deh,1
445,2022-09-22 06:40:01,Feryanto Sunarli,aplikasi jelek daftar akun gak pernah berhasil sudah 4x selalu terhenti diproses ke 3 dari 4 langkah yaitu verifikasi upload video pedahal selangkah lagi hanya ada email dari privyid tapi itu juga gak berguna karena proses tetap aja harus mengulang dari awal payah payah tim it nya kelas teri,1
446,2022-09-22 02:25:55,Wandih Hermawan,perifikasi wajah vidio 8 detik nya selalu gagal dengan alasan sinyal saya sudah pake wifi data tetep ga bisa padahal sinyal full sudah coba berkali kali tetep hasil nya sama hanya buang buang waktu,1
447,2022-09-21 23:55:20,nayra nay,ini kenapa selalu gagal pada saat perekaman wajah 8 detik sudah berkali kali mencoba tetap saja selalu gagal di bilang tidak ada koneksi kalau sudah begitu pasti aplikasinya langsung error kalo mau uoang lagi terpaksa harus hapus data dulu baru bisa daftar lagi tolong solusinya,2
448,2022-09-21 19:27:44,Fagun Kahud,aplikasi ini kayak ga ada faedahnyasetiap kali mendaftar akun selalu saja gagal di bagian rekam video 8 detikdan disalahkan jaringan internetpadahal jaringan internet sangat bagus dan ngebut coba deh pengelola aplikasirespon aplikasinya ditingkatkan lagiini aplikasi milik bumn lhomasa kalah sama aplikasi non bumn,1
449,2022-09-21 16:07:53,Ade Sumarno,aplikasi lumayan bagus tapi transaksi ga bisa di print ke printer blututtolong di tambah pitur cetak ya biar lebih nyaman kalo ada bukti fisik berupa struk hasil printuntuk yg agak susah aktivasi brimo sebaik y menghubungi unit bri terdekat pasti di bantu koagar ga gagal melulu,2
450,2022-09-21 14:09:50,Yati Puspita Dewi,ga bisa saat rekaman video stak sampe situ aja padahal udah ada email berhasil ga masuk ke slide 4 coba deh cari it yg emang bagus buat bikin programnya untuk mempermudah setiap cust bri bikin brimo kl kaya gini bener2 menghambat bgt udah instal dan uninstal berkali kali tiap hari tetep aja g bisa,1
451,2022-09-21 11:51:30,Buha Hutabalian,aplikasi ini sangat menjengkelkan benarbenar parah saya mau reset pasword sampai saat ini belum berhasil hampir satu bulan lamanya saya mencoba melakukan reset pasword ternyata sangat sulit alasannya macammacam kesalahan kode capcha data salah stok token habis jaringan eror dlsb benarbenar membuat kesal aplikasi ini sangat mengecewakan tolong dibenahilah,1
452,2022-09-21 11:16:12,Windya Gita Lestari,udah berapa kali instal uninstal grgr daftar nya super ribet banget tahap awal masih bisa tapi setelah record 8 detik selalu gagal terus chat wa balesannya ya sesuai template aja gak membantu sama sekali perasaan punya mbanking gak segitu ribetnya buat login tolong lah diperbaiki lagi ini mobile banking paling ribet sih gila,1
453,2022-09-21 10:39:36,teguh boys,udah 3 hari daftar brimo selalu jaringan internet tidak ada di perekaman vidio 8 detik padahal udah jaringan bagus vidio bagus suara udah keras tetapi tetap masih begitu tolonglah pihak bri bisa gak perbaiki aplikasinya kalau gak gak usah buat aplikasi mobile kalau kayak begini,1
454,2022-09-21 10:11:20,Yakuza Aza,aplikasi tololtidak gunalebih baik hapus kalau tdk bisa d pake perusahaan sebesar inipunya aplikasi bodoh kayak bgnisudah saya coba sampe puluhan kali tetap tdk bisatidak jelas setiap perekaman 8 detik mau di upload selalu gagalmalah di bilang koneksi internet tidak adapadahal jaringan saya tembus sampai 22mbs,1
455,2022-09-21 09:10:37,ZERWEN,susah kali mau daftar brimo e kyc sdh proses rekam video 8 detik selalu gagal saya uninstall terus install ulang pada tahap masukkan kode dari email eh ada info pop up nya terjadi kesalahan sistem bagaimana sih aplikasi brimo ini perbaikilah sistemnya,1
456,2022-09-20 23:10:30,Ari Nevermore,mau daftar brimo kesalahan sistem kode sism atau kalo gak sir2 terus aneh orang mau pakai layanan saja dipersulit hubungin cs pun cs bingung dan gabisa bantu bank bank lain terutama yang swasta saja buat daftar mbanking dipermudah dan prosesnya juga cepat ini bolak balik nyoba puluhan kali sampe 2 bulanan gagal terus bumn kalo buat aplikasi gak pernah bener bintang 1 kecewa otw pindah bank swasta saja untuk transaksi harian,1
457,2022-09-20 17:34:16,Martyna Sitanggang,saya sudah ikuti arahan utk rekam video selama 8 detik tp ttp saja tidak ada koneksi padahal sdh pakai wifi pindah ke data internet yg masih full dan lancar ttp saja ga bisa rekam video bahkan tiap hari ulang lebih 3 x juga ga berhasil,1
458,2022-09-20 17:02:03,Desi Riani,kalo ada bintang 0 saya kasih 0 kalo aplikasi belum siap mending gausah diluncurkan dulu deh masa pas perekaman 8 detik pas upload gagal terus padahal jaringan udah bagus sampai coba pakai wifi pun sama saja hasilnya zoooonk hampir 1 minggu dikerjain sama aplikasi ini,1
459,2022-09-20 11:54:23,Muhammad Wahyudi (Mas joedi),saat pembukaan rekening baru server error terus harus di tingkatkan lagi dan di permudah untuk prosesnya dan untuk pengiriman video verifikasi pendaftaran brimo tidaka bisa padahal sinyal full terus nohon di perbaiki untuk kenyamanan nasabah,1
460,2022-09-20 09:12:34,Mayong Sofi,selalu kesulitan di saat perekaman wajah 8 detik keterangannya tidak ada internet padahal di tempat saya koneksi jaringan wifi selular bagus untuk kedepannya mohon diperbaiki lagi aplikasinya supaya tidak ada bug lagi jangan alakadarnya asal ada aplikasi,1
461,2022-09-20 09:06:55,ROby Purba,buat aplikasi brimo untuk nasabah tu harusnya dipermudahjangan dibuat ribetsulit seperti inisaya pun mengalami saat perekaman 8 detik slalu gagalpdhal sdh sesuai arahaninternet lancarkamera hp juga jelasttp aja gagalga kaya vendor aplkasi sblahsudah mudahcepet dan g ribet kaya gini,1
462,2022-09-20 08:23:00,Alya Dama,username terblokirsudah di perbaiki dan di suru buat akun baru tapi tetap saja tampilannya tidak ada koneksi internet padahal jaringannya full dan lancarudah ke bank bri terdekat tetap saja tidak bisapengecekan kartu atm stoknya masih kosongterus cara untuk tarik tunai gimanagak punya kartu atmbrimo pun terblokir,1
463,2022-09-20 06:52:32,049_WIDYA AZZAHRA WIDODO,sudah melakukan prosuder dengan baik dan benar ketika waktu mau memasukkan nomer rekening selalu gagal padahal sudah benar dalam penulisan lalu ketika melakukan perekaman wajah selam 8 detik gagal terus tidak ada koneksi internet padahal jaringan data atau wifi semua bagus dan stabil banyak kendala dalam mendaftar brimo terima kasih,1
464,2022-09-19 19:33:01,Akbar Madya,pelayanan di brimo kurang memuaskan verifikasi wajah 8 detik gagal terus padahal jaringan bagus anehnya email dari bri ekyc sudah terdeteksi berhasil tapi di brimo tetap tidak bisa di akses untuk verif selanjutnya aneh tapi ini nyata,2
465,2022-09-19 18:59:45,Prasetio Yadistika,selalu gagal di proses ekyc direkam 8 detik pdahal udah ngikutin petunjuk udah puluhan kali nyoba selalu gagal aplikasi ribet selalu minta rekam atau foto pdhl dr pas buka rekening saja sudah diminta rekam layar dan foto selfie bad,1
466,2022-09-19 18:39:47,Aswatun Khasanah,tolong diperbaiki lagi apk nya saya udah melakukan perekaman 8detik sampai berkali kali ada mungkin 10kali lebih malem juga saya coba jaringan juga normal buat atm kartu nya habis mau daftar brimo juga ngga bisa terus kalau sewaktu waktu butuh bagaimana,1
467,2022-09-19 18:21:23,Ferry Ade suryono,rata rata gagal dalam perekamanbahkan saya dari siang sampe sore saya lakukan tapi tidak berhasilini yang harus diperbaiki tidak seperti yang diiklankansangat mudah simpelbaru daftar aja udah bikin pusing bikin emosiuninstal,1
468,2022-09-19 18:14:44,vivi lisa rindiani,sudah berkali kali daftar tapi hasilnya nihil dibagian perekaman 8detik pihak juga tidak bisa membantu dengan baik saya kira jaringan bermasalah ternyata emang bri yang gak bener kalo buat aplikasi tolonglah baik dan bener kendala seperti ini sangat menyulitkan nasabah malah kartu atm tidak tersedia juga di bank ribet,1
469,2022-09-19 18:13:17,DEE REED,seriuss jelek banget apk ini selalu gagal dibagian perekaman vidio padahal udah good semuanya koneksi oke wajah jelas suara jelas pencahayaab juga oke masiiih aja gabisa tolong lah dipermudah ga hanya satu dua orang lhotapi hampir semuanya gagal di bagian perekaman,1
470,2022-09-19 15:55:42,nia larasanti,knpa ya setiap mau rekam wajah yg 8 detik itu gak mau masuk padahal dirumah pakek wifi tapi tetep di bilang tidak ada koneksi internet sudah di cobak berkali tetep gak mau,3
471,2022-09-19 15:49:40,Ester Marina Sidabutar,susah untuk rekam video aplikasinya di evaluasi lagi deh aplikasi harusnya mempermudah bukan mempersulit berkali2 rekam video tapi gagal karena koneksi buruk padahal koneksi inrernet saya lancar jaya dan sampe ganti wifi pun tetap saja sama tidak bisa kecewa,1
472,2022-09-19 11:18:35,Chochun Zakaria,instal aplikasi ini brimo mulai jam 0900 sampai sekarang jam 1215 msh 85 jaringan bagus coba saya ganti pakai jaringan wifi di rumah sama saja lambat bingung jadi nya padahal kalau instal aplikasi lain palingan cuma 1mnt tolong di perbaiki apa kah ada kesalahan menginstal saja seperti ini apa lagi nanti pas ngisi pendaftaran gk bisa bayangin saya,1
473,2022-09-19 11:04:56,Suhe Pancher,aplikasi taiiiiijaringan sudah full anyingsimpati 4g fullwifi pun ada full masih di bilang tidak jaringan internetsusah amat pengen registrasi milik sendiri jugaud ikutin semua sarannya masih di bilang jaringan tidak tersediajangan mempersulit klo emang layanan on line tidak bisaga kaya dulu registrasi dari bank ke aplikasi tidak ada kendalabuang buang kuota ma tenagaemang semua orang ga punya kegiatantolong perbaiki klo mau membantu melalui on line,1
474,2022-09-19 10:47:29,Moully Christine,ini saya coba rekam video 8 detik selalu gagal padahal jaringan saya dan kuota saya juga sudah bagus sekali tetapi selalu gagal kesini ingin cari solusi tetapi melihat komentar ternyata tidak hanya saya yang gagal dalam perekaman 8 detik padahal sudah mengikuti peraturannya,1
475,2022-09-19 07:52:43,Sariwanto Aripin,penggunaan fitur transfer bifast terkesan dipersulit gimana enggak fitur bifast gak muncul untuk rekening yg udah tersimpan bifast baru muncul jika rek tujuan dimasukkan ulang diketik lagi saat mau transfer,4
476,2022-09-18 20:31:44,Warga KTPA,mohon bagi pengembang mengembalikan model aplikasi sebelum versi ini atau kalau melakukan pembaharuan tetap memperhatikan aksesibilitas bagi pembaca layar aplikasi versi terbaru sangat tidak support bagi pembaca layar bahkan tidak bisa digunakan sama sekali oleh nasabah disabilitas netra mohon bijaksananya terima kasih,1
477,2022-09-18 18:57:38,Hani Setiawan,pake aplikasi brimo setiap ada notifikasi sms saldo ber berkurang 500sms kadang 3 sms sampe pernah 7 sms sekali notifikasi sudah datang ke bank trdekat utk pemblokiran notifikasi sms nyatanya tetap ada notifikasinya dan saldo tetap berkurang karena notifikasi sms tsb hal ini sering terjadi tolong penjelasannya kak admin,1
478,2022-09-18 18:36:55,Andi Azwan Farhan,saat daftar brimo selalu koneksi terputus saat verifikasi video 8 detik sudah seminggu di ulangulang tetap saja seperti itu padahal jaringan dan internetnya sangat stabil dan dapat email dari id privy kalau pembuatan ekyc berhasil dan pengambilan gambar video sangat bagus dengan cahaya yang sudah pas dan stabil gimana sih pekerjaan saya jadi terhambat kalau gini,1
479,2022-09-18 18:27:07,Indah Woda,selalu gak bisa merekam 8 detik padahal jaringan aman dan baik saja tolong diperbaiki lagi aplikasinya harusnya dengan adanya aplikasi bisa membantu bukannya malah makin menyusahkan,1
480,2022-09-18 17:25:20,DG14. NceL,setelah pembaruan jadi jelek dan menjengkelkan susah masuk sering gagal login loading lama tampilan nya oke tapi kalau seperti semula lebih mudah aplikasi mobile guna nya untuk mempermudah bukan mempersulit di tunggu update seperti semula agar bintang berubah lagi,5
481,2022-09-18 13:16:12,Sartika Samiran,sudah hampir 3 bulan saya mencoba untuk melakukan perekaman sampai saat ini masih tetap belum bisa mendaftarkan diri dikarenakan tidak ada koneksi internet padahal internet sudah kencang pakai wifi pun tetap aja tidak ada koneksi katanya bukan mempermudah malah tambah sulit,1
482,2022-09-18 10:41:57,Vemi Oktaviana Bate,app apa ini seminggu ngisi data foto ktp g bisa2 jaringan internet bagus rekam video pun sama alasan g jelas coba berkali2 selalu gagal cape juga nyoba trus jadi males liatnya sia2 tlg diperbaiki lagi appnya sangat2 mengecewakan benar app g jelas mengulangi setelah beberapa hari hasilnya tetap ga bisa benar2 mengecewakan,1
483,2022-09-18 10:29:57,Dodhi Hermawan,sudah 3 hari selalu gagal dalam verifikasi wajah entah itu tidak terdeksi atau jaringan jelek saya sudah menggunakan wifi dengan jaringan yg cukup baik dan sudah menerima email dari privyidbri tapi yg muncul selalu ke halaman perekaman wajah ingin mempermudah penggunanasabah dalam segala hal tapi malah di persulit oleh aplikasinya sendiri,1
484,2022-09-18 09:21:42,Nhory27@gmail.com Falryaja,sudah puluhan kali dftar brimopas perekaman videoselalu gagaltidak ada jaringanpadahal jaringan baguscoba lagi ganguan sistem lahgitu aja terus udah di bantuain jga sama satpam ttp kesalahn sistemganguan internet udah ke cs jugaudah di bikin email baru sama cs nyattap kesalahan sistem gimani sih ini udah hmpir 1 bulan dftar brimo ttap gak bisa2,1
485,2022-09-17 15:29:56,Imunan44,rekam video gagal terus pada saat daftar walhasil tidak bisa login karena pendaftaran nya tidak lengkap dan daftar barupun tidak bisa juga karena sudah pernah terdaftar alias nyangkut login gak bisa daftar juga gak bisa kenapa sih harus rekam video segala saat pendaftaran menyusahkan penguna aja payah nih developer brimo masa kalah sama livin mandiri yang gak ribet dan lebih powerfull,1
486,2022-09-17 15:23:17,M prast,gagal di rekaman video 8 detik tak kira emang sinyal ku yg helek sampe beli kuota lagi pake no paket yang berbeda pas liat komentar2 di aplikasi ini memang hampir semua masalah nya sama gagal di rekaman 8 detik tapi anehnya rating aplikasi bisa2 nya bintang 45,1
487,2022-09-17 12:40:48,Adrian Dikri,error terus capek saya udh berkali kali coba daftar tapi gk bisa tiap di verifikasi wajah prosesnya lama banget terus selalu ada bacaan sinyal tidak ada padahal jaringan udh oke tolong dong solusinya dari pihak aplikator,1
488,2022-09-17 11:06:15,Ari Mustofa.Zainal,semua sudah di ikuti dengan benar jaringan internet wifi conected is good tapi kenapa selalu gagal register tidak ada jaringan banking yang saja tak sesulit ini untuk register woy benahin dong kalo mau maju,2
489,2022-09-17 10:58:19,Killa Rukilah,sangat sulit untuk perekaman gk bisa aplikasi swasta lainnya dan gak ada tambah call center daplikasiny atau ada server untuk tugasin buat daftar jangan bikin sesulit ini sayang banget iklannya dah nyampe kemana sangat jauh dari harapan masih banyak perbaikan tolong pak erik ni aplikasi kurang up banget untuk pendaftaran jangan ada banyak alasan untuk ulangi lagi terimakasih,1
490,2022-09-17 10:42:36,abdul aziz,saat registrasi akun baru selalu gagal di rekaman wajah yang 8 detik sudah wa ke sabrina suruh nunggu terus alangkah baiknya kalao sistem masih kurang optimal untuk perekam wajah di hilangin dulu saya sudah kirim gambar gagalnya ke email admin tapi belum ada respon sama sekali sampai sekarang,1
491,2022-09-16 20:56:29,ARIEF CATUR NUGROHO,sudah mengikuti sesuai petunjuktapi pada saat rekaman wajah selalu gagal padahal menggunakan wifi dan paket data yg cukup tapi selalu keterangan koneksi internet tidak stabitidak ada jaringan internet,1
492,2022-09-16 18:13:08,heni ichwana,knapa yah pas buat video 8 detik slalu gagal padahal sudah memenuhi arahan dg benar hal ini sangad membuat pengguna tidak nyaman karna terlalu ribet juga jaringan juga sudah bagus padahal mohon untuk diperbaiki apl nya,1
493,2022-09-16 13:46:21,Esca Hutama Prayoga,developer tolong benerin bug saat pendafran rekening dj brimo selalu di tahap ke 3 saat perekaman wajah gagal terus verifikasinya sudah sesuai arahan padahal emang bugnya disitu fix lah bugnyatolong,1
494,2022-09-16 12:42:22,Mira Istiana,aplikasi nya gimana ya gagal terus di verifikasi rekam wajah 8 detik pas berhasil alasanya kendala sinyal padahal sinyal full giliran call cek mutasi di arahin ke aplikasi ini giliran ke aplikasi ini malah enggk bisa bukan mempermudah tapi mempersulit,1
495,2022-09-16 10:47:36,Ahmadae 01,setiap akan melakukan video perekaman selalu gagal gimana mau jadi buat daftar brimo aja di persulit bukan tentang faktor pencahayaan ataupun sinyal saya download aplikasi mbanking sebelah bisa langsung jadi gk seribet brimo,1
496,2022-09-16 09:41:20,Rizqi Mandela,susah sekalih registrasi brimo di perekaman wajah 8 detik sinyal kuota wifi sudah baik namun aplikasi nya yang tidak baik tolong di perbaiki bug nya,1
497,2022-09-16 09:25:54,Handayana Muslim,aplikasi ngak baik selalu gagal verifikasi video 8 detik di coba berkali2 selalu gagal gagal gagal ajha padahal jaringan bagus juga udah ikui instruksi yg benar saat perekaman bagaimana sich percuma instal donk kalau ngak bisa verifikasi video 8 detik,1
498,2022-09-16 09:03:00,Gass Jose,perekaman video 8 detik bikin emosi aja berkali kali nggak bisa padahal signal bagus gambar jelas tidak mempermudah malah mempersulit dari semua ulasan juga sama masalahnya mohon segera dituntaskan ini yang mau butuh cepat jadinya pindah bank gegara apk nya tidak mendukung,1
499,2022-09-16 08:00:20,Nastusya Putri,kenapa slalu tidak bisa memasukan nomer otp email dan tertera tulisan data yg saya masukan berbeda dengan data kami padahal data yg saya masukan sama nggak ada yg saya bedakan atau saya palsukan udah dari tahun kemaren lo sering bgt saya coba tpi kenapa slalu nggak bisa tolong dong solusinya apa cuman saya yg nggak bisa ikut menggunakan aplikasi brimo,1
500,2022-09-16 07:39:56,Sand HPN,aplikasi sampah ini hapus saja dari playstore gk ada gunanya setiap verifikasi wajah selalu ada notif tidak ada koneksi jaringan sudah 1 minggu saya coba setiap hari mengulang hasilnya nihil perbankan buat aplikasi kok kayak gini bikin ngeri nasabah,1
501,2022-09-16 01:20:11,Choirul Anam,selalu tidak bisa verifikasi video 8 detik pake 2 kartu pake wifi sama aja gagal trs tidak ada internet padahal internet bagus semua ubuat rekening nggak ada kartu atmnya terus gimana mau guna in rekeningnya aplikasinya aja kaya gini mempermudah aja tidak malah bikin pusing bri bank besar milik negara kok seperti ini caranya memuaskan pelanggannya,1
502,2022-09-15 23:17:07,super hero,interner bagus pake wifi lancar cahaya suara video udh oke semua yoo kok dibilang cek koneksi internet selalu pas dibagian rekam 8 video 8 detik tolong diperbaiki dong bug kaya gini nyusahin customer jgn disuruh customernya komplain ke email satu2 benahin aja akar masalahnya tuh bug di apk ini otomatis ga akan ada komplain lgi kaya saya gini mohon follow upnya ya masukan kami biar bri lebih maju tlngdiproses trima kasih,1
503,2022-09-15 20:01:48,Kalau sempat,sudah coba sampe 3 hari selalu gagal upload video 8 detik selalu koneksi internet yg jd masalah padahal sudah coba pke data sudah coba pake wifi hasilnya sama aja kyanya aplikasi nya yg bermasalah tolong segera diperbaiki untuk memudahkan pengguna baru,1
504,2022-09-15 19:03:04,Elvina Damayanti,bri pelayanannya lemot sekali sudah setor tunai utk pembukaan tinggal aktifin akun brimo aja susah banget validasi error terus di email di chat wa balasannya lemot sangat tidak memuaskan,1
505,2022-09-15 18:57:28,Ani Fitriani,aplikasi tersulitdaftar sulitverifikasi video sulitkoneksi sudah sangat bagusselalu gagal koneksi internet buruk seharian daftar hasilnya gagal totalperbaiki dongbiar nasabah lebih mudahsaya baca komentar yg lainkeluhan hampir sama artinya bri harus perbaiki itu terimakasih,1
506,2022-09-15 18:56:44,Jhodi Iskandar,ini gimana ya solusi untuk verifikasi pengenalan wajah selalu gagal sudah email ke bri dan whatsapp juga tidak ada jawaban tolong dong solusinya kalau memang mbanking sangat membantu agar dipermudah jangan dipersulit seperti ini padahal jaringan selalu stabil,1
507,2022-09-15 16:46:26,Devi Fitriyanti,kartu atm tidak ada suruh pakai aplikasi brimo daftar tidak bisa selalu gagal tiap rekam 8 detik sinyal sudah bagus di bilang tidak ada koneksi terus ini mau nya gimana bukan nya mempermudah tapi malah mempersulit solusi nya apa,1
508,2022-09-15 16:16:32,Karel,ini kenapa pas aktivasi udah sampe tahap rekam video udah ikutin instruksinya kenapa pas diupload trus loading trus yaudah gak ada kelanjutannya maksudnya ke tahap selanjutnya ini malah masih di tahap rekam video mohon bantuannya,1
509,2022-09-15 16:07:57,Adie Black,sebelum aplikasinya di launching tolong di perbaiki dahulu sudah ikuti semua langkahnya verifikasi wajah sampai capek gak bisa2 pas uda bisa lanjut ke upload tiba2 keluar notifikasi koneksi internet hilang oalah bodat,1
510,2022-09-15 14:16:49,subagiyo bin panut,baru mau daftar ternyata baru masuk kan no rek gagal terus sudah di coba berulangulang masih gagal juga hadeuhhhhh minta tolong customer service utk di daftarkan di kantor malah suruh online pakai aplikasi mending gak jadi daftar aja lah hapus aplikasi,1
511,2022-09-15 11:34:37,Ahmad Husin Tanjung,sudah lebih 10 x melakukan perekaman wajah 8 detik pas daftar brimo keterangn tidak ada jaringan padahal buka aplikasi lain lancar aja kok yang salah hp saya atau aplikasinya sih mohon pencerahannya dong,1
512,2022-09-14 20:56:43,Nia Kurniawati,ini parah banget dah setiap verifikasi video yg 8 detik selalu aja gagal trs sampe berkali kali uninstal dan instal sampe udh ganti jaringan internet jg tp ttp masih ga bisa juga asli parah banget ini,1
513,2022-09-14 19:12:26,Denny Arga Saputra,selalu gagal dalam verifikasi wajah di video 8 detik kalau memang progam aplikasi belum bisa membaca detail muka sebih baik hanya foto atau tanpa fotopun sebenarnya juga bisa di bca tidak penting verifikasi video cukup foto saja,1
514,2022-09-14 18:24:10,Tri Yudha Prakoso,kalau bikin aplikasi yang benarlah sudah ratusan kali buat video 8 detik malah jaringan buruk terus padahal sudah pakai wifi dan paket data sama saja hasilnya,1
515,2022-09-14 17:52:06,harry subekti,susah banget buat vermuk nya reason nya jaringan tidak stabil terus padahal udah pake wifi rumah pake paket data sama aja gak bisa bisa kacau klo bisa mah mending verifikasi by foto aja dah klo system nya belom canggih,1
516,2022-09-14 17:48:35,Dimas Solavina,daftar akun brimo sudah berharihari selalu gagal selalu muncul tulisan pengecekan data diri anda belum sesuai padahal data diri yang di isi sudah sesuai semua aplikasi bukannya mempermudah malah mempersulit tidak seperti 2 aplikasi bank swasta yang saya gunakan,1
517,2022-09-14 15:34:45,Prengki Prabowo,buat pengguna baru susah banget buat verifikasi wajah 8 detik ada aja kendalanya jaringan lah inilah itulah pas verifikasi email juga susah banget tolong dong ini aplikasinya diupgrade lagi biar pengguna juga enak make aplikasinya klo kendalanya begini trus susah,1
518,2022-09-14 15:26:14,Fay Roz Channel,sudah rekaman video berkalikali tetap gak bisa padahal jaringan wifi stabil gimana sih susah amat daftarnya kecewa bgt udah coba daftar sampai 4 hari t coba terus tetep gak bisa padahal udah ke teler juga,1
519,2022-09-14 14:34:03,TORIK SYAHBAL,aplikasi cukup stabil fitur cukup lengkap dan setiap eksekusinya cukup lancar saya berharap dapat di tambahkan fitur investasi sejenis cryptocurrency karena sekarang sudah perkembangan zaman digital terima kasih brimo,5
520,2022-09-14 13:31:29,Yayan Kermod,ga bisa daftarnik anda tidak terdaftar saat mau buat mobil banking sayangnya buat rekening baru disana ga ada kartunya padahal kita udh bayar gimana mau transaksibikin mobil banking aja ribetnya ga masuk masuk,1
521,2022-09-14 11:41:31,Arka Prawara,saya selalu gagal dalam tahap verifikasi perekaman video padahal saya sudah benar mengikuti instruksi dan sinyal saya sangat lancar tetapi sudah saya coba banyak kali tetap gagal dan dibilang tidak ada koneksi data sangat disayangkan apk bri mo sulit untuk diregistrasikan sangat kecewa sebagai nasabah bri,1
522,2022-09-14 06:02:46,gustaf leo,saya selalu gagal di perekaman 8 detik tidak pakai topi dll harus baca teks tapi gagal terus ini seperti mempermainkan nasbah aja banyak yang gagal sama seperti ini perkaman mempermainkan nasaba ini ulasan yang ke 2 saya sudah ganti menggunakan hp lain tapi kendalanya berubah menjadi koneksk internet padahal saya menggunakan wifi stabil 20 mbps,1
523,2022-09-13 23:49:38,Hardi anti,nda semua bisa melakukan pendaftaran brimo melalui apk selalu gagal koneksi tdk baik dan berbagai alasan lainnya yg tampil rasanya percuma sih ada apk nya tetapi seperti ini mudah untk ke cs bri untk jalan pintasnya tetapi syg ke bank pun harus ngantri berjamjam,1
524,2022-09-13 22:31:24,Dulfan Arjoni,saat merekam vidio 8detik tdk bisa terkirim alasan koneksi internet tdk ada padahal rmh saya di bawah towerr paket melimpah sampai tak tepungut sama tukang sampah karna vidio 8denik ni tak telas tak bisa saya tarik tunai tolong di perbaiki aplikasinya harusnya mempermudah bukan sebaliknya,1
525,2022-09-13 20:45:43,Mitun Sumantri,mau daftar nya susahh parahhpas di rekam layarposisi dan cara sudah benartetep aplikasi gak bisa di pake tolong di permudahkarna dengan data kamino hp dan ktpno rekening itu sudah cukupbukti ke pemilikan sah,2
526,2022-09-13 18:30:47,Deni Mar,sudah ikuti aturan di tempat yang tidak terlalu gelap atau terang sinyal bagus kualitas video bagus tapi tetep aja ga bisa udah coba mau screen shoot pas buat kasih tau kendalanya taunya di aplikasi ga ngijinin screenshoot karna masalah kendala keamanan lantas kesalahannya dimana sudah coba contact ke email bri tapi tetep ga ada tanggepan bisa ga ya ngurus aplikasi satu aja kayanya ribet banget,1
527,2022-09-13 17:22:50,Deir Ade Irmayanti,parah banget siapa sih yg ngasih ide bikin akun brimo harus pake video udah tau video kan gede kapasitasnya butuh koneksi internet yg ngebut sia pikir koneksi internet se indonesia ngebut gitu ngga saya udah ngikutin step by step nya nyampe nyari koneksi kenceng ttep aja gagal pas bagian verifikasi video mana kalo gagal di back nya ke bagian verifikasi email yg stuck disitu kalo mau ulang harus di clear data terus ulangin lagi step by step nya tapi tetep aja bagian video gagal,1
