content,at,userName,score,application
tidak milik masalah guna aplikasi fiturnya fungsi baik sangat mudah guna bca sangat cepat selesai bilamana jadi kendala rekam jejak bank bca bilang baik bca ui ini aja simpel penting jaga layan selalu powerfull,2022-07-31 20:12:17,edhie ipurr,5,BCA
udah bertahuntahun pakai aplikasi tapi aja lot hal keti nominal tambah tampil aplikasi ada kunjung ubah uiux tarik sama sekali terimakasih,2022-07-30 07:05:13,Radith SdifoArt,3,BCA
kurang puas guna apps sekarang dulu pernah nyoba daftar m banking mandiri dtg bank guna langsung semua fiturnya aktif sekarang kalo daftarin m bankingnya sendiri layan transfer bisa akses jd ribet orang kerja nemu waktu buat bank tidak muas,2022-07-30 00:02:42,lalas lasmawati,3,BCA
cukup bantu aktivitas mobile yang perlu garisbawahi apabila lupa kode akses verifikasi ulang loading sistem masalah jadi harus berkalikali kirim sms aktivasi sms bayar baik halhal teknis,2022-07-29 14:29:48,imam asjari,3,BCA
mungkin ui nya bagus dev my bca saran mungkin ditmbhin dev kalo yang transfer minimal pemberitahuan dalam apknya misal bagus kirim rp tanggal nahh gitu kan tambah enak g notifikasi langsung dihp masih info dalam aplikasi kaya inbox,2022-07-29 12:59:56,Yusup salafudin,5,BCA
aku download hp pas mau masuk koneksi putus terus padahal jaring sangat baik pakai wifi tetap itu pulsa habis login tidak hasil,2022-07-28 08:54:56,dewiiitusniati ningsih,1,BCA
aplikasi sangat buruk sebal bisa guna sama sekali sejak registrasi kantor cabang bahkan telepon halo bca tidak solusi kapok deh kirain bca mobile paling bagus padahal sangat kecewa,2022-07-26 16:41:06,Vy Lauvv,1,BCA
ini ya 3 hari mau buka mbangking selalu bisa wa cs mbca ttp sama ada ubah tulis koneksi putus padahal sudah beda beda tempat guna wifi tetap sama,2022-07-26 11:19:32,zahra sofia,3,BCA
jangan terlalu sensitif dar buka simcard buka bca mobile simcard pasang kok minta verifikasi ulang udah gitu verifikasi ke halo bca makan waktu max 3hari buat simpel seperti mbca verifikasi tinggal input nomor atm sms,2022-07-25 10:22:51,Muhamad Arinun Najib,3,BCA
mau buat atm baru tahap vcall sering sekali putus padahal internet lancar ulang kali test speed stabil knp putus mulu,2022-07-23 10:53:31,khafidh dzukhana,1,BCA
susah mau pakai bi fast transfer payahtertulis sistem sedang alami masalah masa tiap masalah mulu sial bngt deh,2022-07-23 04:11:12,Ida,1,BCA
bisa buka bca mobile tanda merah terus lihat app store ada update sama sekali dong baik saya sedang butuh cek saldo transaksi lain,2022-07-20 18:43:24,Ismi Ghina,2,BCA
buruk banget pake aplikasi bukan mudah malah bikin ribet gue kalo download aplikasi ulang verifikasi kode verifikasi sering tidakmasuk masa iya gue mesti kali kali bolak balik kantor bca buat masalah verifikasi doang masalah tidak sekali duakali sering banget sampe muak,2022-07-18 19:47:56,Natasya Alya,1,BCA
verifikasi aplikasi mbca padahal jaring masalah provider gsm sim pasang 1 sim 1 ada pulsa masih dapat terima sms lain hanya sms verifikasi bca yang tidak kunjung datang,2022-07-18 12:36:55,Ammar zain,1,BCA
aplikasi mobile banking sangat bagus segi aman nyaman transaksi tampil sangat simple mudah erti ukur file kecil makan banyak memori,2022-07-16 20:29:24,Dani Veronika,5,BCA
hp poco x3 nfc mau cek saldo menu flash bca bisa baca mau top up padahal pakai kartu flash logo jaring cek atur aplikasi mbca nya lihat atur nfc nya di atur aplikasi,2022-07-16 20:25:55,ozax24,2,BCA
sya kasih bintang 1 dulu saldo tiba tiba kurang di mutasi saldo masuk di info saldo masuk tengah kalau emang kea potong di mutasi dong mah tidak ada,2022-07-15 23:37:08,Abdul Gani,1,BCA
buruk kalau tera buka rekening br online ujungujungnya g harus kantor cabang dasar citra pdhl syarat lengkap mana kota jalan jauh buang waktu tenaga,2022-07-15 09:52:12,Karsa Wijaya,1,BCA
kasih bintang dulu aplikasi download sempurna gin kak org tf tapi notif padahal notif nya saya nyala menu notifikasi nya tidak ada keluar pasu bagai mana telah di baik saya kasih 5 trimakasih,2022-07-14 20:57:53,Abiyu Shafwan,2,BCA
saya bagus kenapa untuk transaksi bi fast nya bom guna diupdate systemnya transaksi tf bi fast nya bisa guna,2022-07-14 13:16:07,Aprillia Lestari,4,BCA
tlg baik sistemnyakrn transfer ananti bank bisa kena biaya 6500tetapi biaya 2500 bisaalasannya sistem sibukklo transfer beda rekeningpasti kena biaya gede,2022-07-13 20:53:45,Nathaniel Gilbert Wantoyo,1,BCA
sering kali buka aplikasi kendala no sim sesuai padahal no sim pernah ganti sangat repot harus pake pulsa kalau buka klau ada pulsa aplikasi sama sekali bisa di buka,2022-07-13 19:12:23,Barry Aventa,3,BCA
langkah sdh laku tpi knp bagi akhir ceklis syarat ketentuanya nga bisabagian tengah nga di ceklissdh coba ulang ulang kaliasih tetap di arah baca syarat ketentuanya,2022-07-13 16:26:11,her86 mT,2,BCA
ga masuk karna slot sim pindah sim 2 gilir dipindahin sim 1 tetep bisa aktifasi ulang bisa tulis suruh atm bca udah abis pulsa banyak gagal teruskartunya aja bom cetak ribet dateng bca nyetak kartu anter security ini masalah,2022-07-12 10:32:51,Alvi Sahrin,1,BCA
sekian lama buka bca mobil karnakkan pindah hape lama yang baru sempat gagal terus pas veripikasi smsakhirnya bisa buka nyata masalah aktipasi kartu yang gunakkan yang kita kontrol pulsadan sekarang bisa,2022-07-11 22:11:23,Andrian Firdaus,5,BCA
entah tiba2 g bs d pakaisiang msh bs transfer malam nya d buka mlh data valid udah 2x jadi ky ginid suruh aktivasi atmtrs cuma buat cek saldogak transferujung2 nya balik ke cskatanya g ganggu apa2tp g bs d pakaihuuffttttngabisin waktu aja,2022-07-11 19:58:26,Risti Dwi,1,BCA
sangat bantu aplikasi bagus saran mungkin tambah fitur download resi struk digital transaksi uang misal transfer tidak perlu screenshot manual,2022-07-08 10:14:19,Widodo Sugeha,5,BCA
ui fiturnya alangkah baik update ui macam ni turut terlalu kudet ribet hampir semua bank sudah lebih kini ui nya admin bank lebih tinggi bank himbara harus lebih keren ui nya kalau masalah layan konvensional nya sangat sangat kesan,2022-07-07 17:57:51,Saepul Rohman,2,BCA
sangat2 rugi mobile banking bca kali kali otp tidakmasuk skli masuk kode otp expired ngabisin pulsa bolak balik atm daftar karna blokir benar2 profesional sekali bca,2022-07-07 17:14:18,Irfan Albukhori,1,BCA
update baru kok eror trus bintang nya rang dulu mohon baik bcaterimakasih note pasu nominal angka transfer selalu keluar sendirisudah pencet kali kali tombol keluh lapor ada respon tetap ada perubahankalau pakai pc laptop bisatlng segera respon bca trimakasih,2022-07-07 13:41:06,Jeremy Ronny,2,BCA
biasa transaksi virtual account minimal 10rb entah knp hbs upgrade malah tidakbs contoh sy beli pulsa 10rb dg byr bca biasa lancar tp skr bs lebih bagus versi lama lancar jaya mau apa bs,2022-07-06 12:36:35,Alexa Ghea,1,BCA
kok jadi bisa kayak gin aplikasi nya mau daftar aja ulang hasil gimana tolong segera baik aplikasi biar mudah guna,2022-07-05 18:45:11,Sulaiman Ahad,1,BCA
update sangat buruk benah hp sdh kait android atas 11 ada pnguncian data folder obb nya jadi akses bisa masuk dalam app,2022-07-05 16:33:55,Ifan,1,BCA
kenapa coba mau buka rekening baru bisa beberapa kali kirim sms tetap tidak bisa di baik kalau kaya gin kan jadi buat kecewa guna bca,2022-07-05 10:24:18,Adam Obahrudin,1,BCA
kemarin dpet tranferan saudara saldo potong ada data mutasi jadi saldo hilang info pihak bank bilang saldo utuh padahal mutasi sudah lihat jelas tgl kemrin sekarang uang masuk keluar saldo kurang kecewa,2022-07-04 21:55:10,BOLANG “WWW.PRAY.COM” FISHING,1,BCA
baik cepat masuk akses fitur transfer ananti rekening transfer ananti bank untuk masuk fitur sebut delay 5 detik thanks,2022-07-04 20:21:06,Levi,2,BCA
naik limit cc tuju padahal bayar lancar saya guna lama sdh lebih 10 thn pihak analis lebih bijak dengan mepertimbangkan status bayar loyalitas pakai bulan,2022-07-04 02:07:22,Ahmad Koharudin,1,BCA
kenapa gin terus berpuluhpuluh kali kirim sms tetep gabisa alas jaring stabil padahal jaring bagus lancar ada kendala,2022-07-03 11:34:24,Fazry Zry,1,BCA
bermasalahpada menu buka rekening baru bisa proses upload seluruh dokumen dg terang transaksi gagal hubung kantor cabang di uninstall di ulang2 telpon halo bca tetap bisa pulsa sms habis banyak mohon perhati bca tks,2022-07-02 09:28:19,mickey Mickey,1,BCA
mau transfer sekarang sistem sedang dallam baik terus 2 hari coba notifnya kayak gitu trslebih lancar dl waktu transfer gratistolong perbaikanya cepat unt lancar urus uang,2022-07-02 05:37:50,haikal kanaya,3,BCA
habis update kalau 2 kartu sim dimasukin sama masuk mobile bankingnya terang bisa identifikasi kalau cuman 1 sim masuk baru bisa susah banget kalau begini,2023-12-31 16:19:30,Bimbingan STIQ,1,BCA
gimana cuma mau login akun mbanking aja bisa terus udah sedia pulsa banyak sama aja selalu ganggu apa apa mending benerin dulu aplikasi nya buat mudah orang login nya dulu,2023-12-31 01:11:10,Fo xy,1,BCA
parah sekali update lampu indikator merah selalu di restart hp indikator tetap merah pake jaring wifi tetap merah,2023-12-31 01:04:20,IWAN GALIH BASUKI,1,BCA
sekarang koneksi nya selalu merah padahal jaring mobile lancar di pancing wifi baru bsa konek,2023-12-29 12:49:53,Odhir Jerk,2,BCA
aplikasi ny sekarang buat emosi lampu indikator merah terus lebih mudah pakai bri mobile sekrang pakai wifi baru lampu indikator ubah hijau padahal data selular jaring lancar jaya hadeuhhhhh,2023-12-28 09:09:41,Herberd Sinaga,1,BCA
login hp baru verifikasi wajah selalu gagal bagai nasabah harap depan kalau bisa ada tombol nonaktif verifikasi wajah sebut apa apa resiko tanggung nababah aja gin susah masuk tampung saran ini bca lebih bagus,2023-12-28 06:56:23,Muhammad Ilham,3,BCA
mau longin ajah susah minta ampun verifikasi pake pulsa pulsa udah ada jaring merah padahal bagus coba pake wifi tetep ajah tidakbisa masuk padahal aplikasi update tan baru bukan mudah malah lebih sulit,2023-12-27 20:33:08,Sandi Maulana,2,BCA
ganti perangkat mau masuk sulit verifikasi wajah gapernah work jam 7 sampe jam 12 pindah sana pindah sini nyari tempat terang bersihin kamera lain bagai tetep gabisa lah cek kendala kaya gin bikin guna makin kecewa ada,2023-12-26 01:06:57,Troymorphin,1,BCA
bca sekarang kok susah akses padahal lampu udah hijau kenapa transaksi dapat proses saya klik close malah keluar bisa transaksi mohon bantu,2023-12-25 17:33:31,Arta Boyot,1,BCA
lah sekarang malah ngak isa buka padahal udah hapus n download ulang m banking bca hbs update kyaknya masalah aplikasi lewat browser buka e banking bca nya lewat hp yang blon up date bisa buka,2023-12-25 12:16:30,Lie Budi,1,BCA
malah bisa masuk verifikasi padahal pulsa jaring lancar aneh bca kali edit nomor hp di slot sim 1 jaring seluler lancar pulsa kira kira kurang tolong lebih cepat tangan harus mbca jadi layan mudah guna,2023-12-23 14:32:47,Zeldris Asrr,1,BCA
app bca mobile seta hp reset seperti daftar baru app belah bank lain koneksi langsung lama masuk data benar bca seperti daftar baru selesai camera selalu gagal kualitas sekarang sangat buruk jadi,2023-12-23 12:29:50,Bang Ally Evo,1,BCA
sinyal merah terus pakai wifi padahal wifi stabil pake aplikasi bagus lancar pakai data seluler baru perbaikin dong sedikit biar enak,2023-12-22 21:59:12,nayla Ulfa,1,BCA
puas buka lifestyle jadi kendala suruh coba namun saat ulang tetap tidak bisa malah tekeluar tampil awal mohon developer untuk beri saya saran mungkin masalah aplikasi nya kalau memang aplikasi mohon segera baik,2023-12-22 00:36:43,Azzhira Zeviansyah,2,BCA
bikin akun 25 kali coba tetep sama aja hasil bagi verifikasi bolak balik restart hp mati hidup mode pesawat data tetap sama aja hasil tolong betul cepat aplikasi m bangking malah lebih lancar ini,2023-12-20 17:29:39,Adhitya Wijaya,1,BCA
update kode akses pin muncul di ketik kode di lihatperlihatkan di samping agar orang mudah ingat kayak bank aja kok,2023-12-20 14:53:06,KABAR ALAMI CHANNEL,4,BCA
mbanking sangat sebal tiap mau transaksi lampu nya merah terus padahal sinyal wifi bagus terus lama sudah logout terus masuk masih aja lampu nya merah terus lama banget lampu hijau nya update baik segera,2023-12-19 20:13:45,Muchtar Mulyadi,1,BCA
gimana mbca kok error padahal udah d update udah 2 kali tiap update error padahal mw transaksi masa kalah ama kompetitor d bawah bca sih hadewuuuhhhh,2023-12-17 20:42:30,Mas Boed,1,BCA
di upgrade selalu kalau login temu identitas otomatis selalu baru identitas masuk nomer atm buat baru ampunn lama waktu please benah bca,2023-12-17 18:33:30,Rinirizky Wulan,2,BCA
lumayan bagus transksi tpi kurang selalu bugeror dn jga banyak kendala lain moga segera baik bugerornya biar lebih nyaman lgi pakenya overall lmyn bgs sekarang sya ksih 3 dulu soal kesel sma bug dn eror,2023-12-17 00:18:34,Riski Supriatna,3,BCA
kenapa telah diupdate kok malah bisa buka ni apl bca mobile ganggu terus ulang beberapa lagi gitu terusuntuk developer lah segera atas bug sangat menganggutrimakasih,2023-12-16 20:43:02,Dfresto Mantap,2,BCA
belum langsung kasih bintang 5 kendala update tidak bisa log in kali kali telpon operator jawab putar basic konsumen tau jengkel ganggu apa bca mobile versi ini,2023-12-16 17:37:33,Gie Gha,1,BCA
milik kartu bca buat online bca sering tarik dana sembarang dana adminin tiap bulan 10 rb sering lebih tarik bca ada jelas transaksi uang keluar ampo namnya copet jelas,2023-12-16 17:00:55,Omar Kaiyan,1,BCA
tiap masuk baru guna pulsa utama pakai data aja lewat whatsapp lebih mudah maksud aplikasi copot lalu download harus isi pulsa utama untuk sms,2023-12-16 05:39:42,Anget Mas,1,BCA
khusus admin cinta tau sudah 2x saldo hilang sendiri 1awal ngisi saldo 50rb hilang kira bayar admin 2hari tidak banyak hilang aja sekarang saldo 0000 gimana maksudmya beri cerah,2023-12-15 21:18:35,DoDen Saputra,1,BCA
kirim kode otp lama sekali tidak kirim kode otp via wa aplikasi dan jauh lebih cepat untuk verifikasi lebih baik sekarang kirim via wa jarang sekali guna pulsa sekarang,2023-12-15 18:31:14,Be reborn,1,BCA
sangat kecewa sama bca masak bukti transfer saldo potong gakasuk rek tuju cuma ada mutasi bodong dana masuk uang hilang bgitu di minta konfirmasi mbulet jelas apa apa,2023-12-15 11:58:44,Naga 9,1,BCA
aktifasi mbca harus pakai pulsa konfirm aktivasinyasedangkan nomer bisa aktivasi nomer daftar dlm data bca sendirisudah bagus aplikasi tp canggih karna smsnya harus bayar harus sdh tidakpakai pulsa tidakmungkin sms nya nyasar nomer,2023-12-14 21:52:43,Rahmat wijaya,5,BCA
nyusahin mau verifikasi aja padahal udah sesuai tunjuk pas foto wajah gagal terus buang waktu buang pulsa mbanking bank oren pake wa perlu verifikasi wajah perlu ribet verifikasi wajah ada kalo bikin gagal mulu mending tidak usah,2023-12-13 06:45:47,Reza Alfiyani,1,BCA
oke aplikasi susah udah verifikasi ktp sma verifikasi wajah malah gagal sangat sulit untuk aju finansial tolak jadi bisa transfer padahal data syarat udah di kirim parahhh makin kesini bca malah makin mmpersulit nasabah terimakasih uninstall,2023-12-11 18:38:02,Wiwit Argiyanti,1,BCA
ganti haap mau login hp y baru sungguh ribet sangat sulit jadi males sama bca lebih baik aplikasi lama sangat mudah tidakribet tidakkyk ini udah suruh verifikasi wajah tp gagal terus,2023-12-11 14:30:14,Arfinda Cleonedas,1,BCA
sekian kali tahun 2023 sering jadi gagal transaksi gun mesin kartu atm cukup mengkwatirkan dalam transaksi jumlah lumayan besar sangat kecewa bisnis guna kartu bca 2023 mohon baik segera,2023-12-10 19:49:40,gio vandres,2,BCA
versi baru bikin jengkel verifikasi wajah selalu error hang lolipop hp utama rusak jadi sulit transaksi atm aneh setor tunai cek saldo transfertarik tunai bisa verifikasi wajah lebih baik hilang secure sekali koq kode akses pin,2023-12-10 02:36:25,Longitude Celcius,2,BCA
aplikasi makin lama makin bobrok dapat guna transaksi mcommerce dapat laku apa menu sebut mohon segera baik masalah bug sangat hambat proses transaksi panjang hari,2023-12-10 00:14:50,SEIRIN DONO,1,BCA
paksa bintang 2 bisa masuk aplikasi ganti perangkat meski masuk 16 digit no atm sms 30x coba tetap gagal verifikasisudah chat cs bca lewat wa serta screenshot keluh tetap bantu,2023-12-09 18:20:57,Surya Teknik Azli,1,BCA
tadi mau buat rekening baru selalu muncul notifikasi buat rekam ulang foto diulangulang tetap aja bisa padahal data lain nggak masalah cuma garagara rekam foto nya aja aju rekening baru jadi bukan praktis malah ribet,2023-12-08 21:18:34,Ghea M.,1,BCA
kasih bintang 1 dulu sangat kecewa buka va bca mobile nomor telkomsel sangat lama tunggu respon sms beberapa kali kirim sms kirim lama respon gagal sms padahal sms pakai pulsa sendiri,2023-12-07 19:51:01,W E N D H E L,5,BCA
kasih bintang 1 kena musibah hp rusak ingin log in harus masuk no kartu atm di masuk no kartu tetap tidak bisa login pulsa potong terus terus verifikasi bagaimana solusi,2023-12-07 09:18:42,Boy Firmansyah,1,BCA
saat verifikasi wajah sistem aplikasi bca mobile kok bisa meresponmenangkap wajah udah coba beeeerrkali kali tetep aja merah indikator posisi wajah kamera hp rusak sistem tolol ya kenapa pakek verif wajah segala sih meribetkan nasabah aja,2023-12-07 01:31:59,Maya ELvirayanti,1,BCA
buka aplikasi bca mobile selalu data deteksi selalu muncul tentu m bca buat pening gilir update ulang minta no kartu dn langsung hubung sms tidakpernah dibls lebih baik brimo bca ribet,2023-12-06 13:30:54,Rotayu Sitinjak,1,BCA
aplikasi bca mobile sbtul nya sdh bagus tp saya satu kurang nya untuk mutasi rekening bs cek tahun atau bulan hanya 7hr waktu bulan sdg jalan jd sy smntara kasi rating 3 dulu trims,2023-12-06 10:29:54,Ipong Febriono,3,BCA
susah bnget mau login ulang mbangking aja pake verifikasi wajah saat laku verifikasi malah gagal terus pihak bca terus perhati kendala kendala ini,2023-12-05 15:58:13,Martina Dhea Sinanti,1,BCA
susah sekali login ulangsms balas gitu gitu ajah pas buka aplikasi mobile cuman muncul surat panjang susah login baik panti dikit masa buat bolak balik ngirim sms habis pulsa baik cepat mau pakai,2023-12-05 13:43:00,Wahyu scaper,1,BCA
hari tidak laku transaksi baik transfer simpan daftar rekening sangat kecewa sekali baru kali bca mobile masalah sangat lama sekali kalo besok belum untuk laku transaksi saya uninstal,2023-12-05 11:09:06,Mikhail Ezra Saputra,1,BCA
suruh upgrade udah diugrade malah tulis suruh uninstal diuninstal trus instal ulang kali kali masalah mulu udah selesai downloadnya tetep masalah instal ulang masih sama aneh,2023-12-04 19:42:12,Inti muhlisa Inti,1,BCA
3 kali tiap login balas sms 89888 delay sampe beberapa jam baru masuk ngerti sama aplikasi kalo memang eror hape kenapa cek pake aplikasi otpnya langsung masuk semua chat cs halo bca masalah selesai udah close aja cakap,2023-12-04 10:47:01,Dwi Kurniawan,1,BCA
sy ganti vivo y12 verifikasi malam hari gagal terus 2200paketan pulsa adaapakah waktu malam hari ting aplikasi ijinkan kontak menu izin sms tdak adamohon cerah catat sim slot 1 paket internet n pulsa di kartu daftar ganti nomor,2023-12-03 21:40:28,POER EVER,5,BCA
isi flash 460 rb saldo potong dana masuk flash butuh 5 hari kerja padahal salah sistem bca sangat butuh kembali dana saldo butuh bayar tol aplikasi kurang bagus it nya kurang panti bikin aplikasi,2023-12-03 11:45:21,My TV,1,BCA
nyesel banget sumpah update tbtb saldo ilang 200 ribu riwayat mutasi rekening ada tbtb saldo hilang benah sangat jelas aplikasi gin ada transaksi sama sekali tbtb saldo kurang terus,2023-12-01 21:21:22,mario albahri,1,BCA
masalah seperti segala transaksi lampu indikator merah terus install ulang malah bisa masuk pulsa potong terus konfirmasi lalu sms tetap bisa masuk,2023-12-01 18:40:31,Suci Wijayanti,1,BCA
aplikasi gajelasmasa tiba login no identity authicationpadahal tidakpernah log out ampas mana verif pake sms pulsa pulayg lebih parah nya kadang pulsa selalu error kocakjaman nya verif canggih onlineini mas minta pulsasungguh sangat bagong,2023-12-01 13:22:07,Sino Koz,1,BCA
sekarang jadi lot banget mau login karena hp restart lodingnya lama banget cuma mutermuter jelas ujungujungnya koneksi putus padahal jaring lancar di cobak lebih 10x tetep aja loding bisa masuk,2023-12-01 12:11:41,Dwi Santika,1,BCA
kalo update informasi dulu transaksi kali kali notifikasi saldo cukup padahal saldo mau tarik tunia buang2 waktu orang mau bayar atau tarik tunai tidak bisa,2023-11-29 20:44:00,Stevanus Yohan,1,BCA
sekarang sulit asa dulu kalo mau aktivasi mbanking lalu hp sendiri cepat kok udah aktivasi malah bisa transfer malah suruh hubung hallo bca mana pulsa udah habis cuma buat aktivasi awal,2023-11-28 05:10:12,Yuniantika Oka,1,BCA
aplikasi apa segala sulit verifikasi pake sms jaman sekarang jaman pake pulsa tidak pake aplikasi whatsapp sungguh kecewa sekali baru mau bikin rekening malah sulit kalo udah jadi nasabah,2023-11-27 18:58:23,Aisha Shaqeera,1,BCA
ambil wajah layar kamera muncul hny blank hitamudh berkalikali coba tetap bisa pulsa terus terpotongmungkin bukan salah sistemtp trik nyari cuanverifikasi via sms atau call service dua samasama nguras uang kendala tentu berespulsa udah sedot abis,2023-11-25 11:36:13,NoMaden,1,BCA
baru update laku transaksi transfer tiba tiba putus alas koneksi jaringansaldo potong ada lapor hasil nya harus di update biar tambah nyaman makeknyabukan malah tambah masalah,2023-11-25 07:19:25,Rois Putra8,2,BCA
buka aplikasi selalu pemberitahuan authenticatepadahal aplikasi terbukajadi bisa transaksisetiap close malah malah aplikasi jadi ikut keluardan ulang terus masuk aplikasi,2023-11-23 06:55:25,Gunawan,1,BCA
aplikasi jelek ud verisikasi kali kali bisa masuk padahal sesuai semua data tetap bisa masuk datang kantor bca sudah cs nya tetap bisa masuk sangat sangat kecewa,2023-11-21 15:02:48,DUNIA PUTIH,1,BCA
semua bagus nyaman pakai ada 1 nyaman virtual account nama tidak tampil semua kalau saran untuk kirim khusus virtual account nama terima di tampil full tidak jadi salah kirim terima kasih,2023-11-21 08:01:54,Herdi Susanto,3,BCA
bca mobile tidak transfer kata tugas bank nya coba copot aplikasi pasang sudah laku tidak bisa pakai transfer sudah ngisi pulsa ulang kali gara ni aplikasi,2023-11-20 23:42:32,Della Adriani,2,BCA
aplikasi jelek kesal dadak butuh lampu indikator merah terus padahal jaring aman hapus data daftar ulang biar pake alam lebih bagus aplikasi bank mandiri ocbc nisp danamon lancar jaya masalah,2023-11-20 09:17:22,nita Simarmata,1,BCA
bad rating pilih baik mau pake kalo paksa verifikasi gagal terus koneksi vidcall putus2 cs interface nya ramah terburu2 kalo karna wajib punya bca buat cair gaji paling gapunya nasabah kamu layan online tidak bantu sama sekali dasar gajelas,2023-11-19 10:29:13,Febiana Putri,1,BCA
entah beda apa bca mobile my bca fiturnya rumit di ajar lagi topup shopeygopay harus search google buat nyari kode bca nyiapin fitur sederhana si,2023-11-17 20:15:51,Windha Ayu wardhani,1,BCA
makin kesini ko sering banget alami masalah hampir tiap hari kadang gabisa transaksi indikator kadang tiba2 merah pas mau transaksi kadang loangding lama ujung2nya gagal entah sampai sekarang ada baik,2023-11-16 13:44:24,Market Online,1,BCA
astga ni mbca makin updte makin jelas masa pakai virtual account bsa udah coba berkali2 mncul notif transaksi dpat laku signal ku bagus data wifi bka aplikasi juga lancar cmn aplikasi yang aneh tidakbsa,2023-11-16 13:40:37,ayu 77,1,BCA
bintang 3 dulu soal daftar ada proses via smsnya arti hp guna isi pulsa dulu saran mungkin verifikasi sedia pilih metode mungkin email bisa guna kuota internet harus pake pulsa,2023-11-15 15:36:50,Risqi ꦉꦗꦼꦏꦶ,3,BCA
bagaimana aplikasi kenapa tidak guna nya jaring full beberapa minggu aplikasi tidak fungsi handphone tolong solusi dong developer lampu indikator terus berwarnah merah padahal jaring stabil aplikasi bisa buka,2023-11-14 22:42:31,HARAPAN SHANDIKA PUTRA NADAPDAP,5,BCA
aplikasi udah bagus dulu tp makin ksini kok makin buruk kualitas updete saldo flazz slalu gagal baca kartu terus barusan isi flaz saldo sdh potong tp kartu flazz nya saldo tambah padahal updete saldo aduh aduhh bca kok bgini sekarang,2023-11-13 10:02:43,Samury Hamid,1,BCA
bagus bantu buat transaksi cuma sedikit kecewa va salin kode kopas bisa malah tawar isi otomatis akhir salin manual ribet potensi erro kenapa kak ko makin turun,2023-11-12 21:30:47,Budiyono faisal,5,BCA
mohon baik aplikasi mau buka aplikasi selalu tutup sendiri clik dua baru masuk aplikasi thx,2023-11-12 08:20:37,Wahyudi Irawan,2,BCA
baru aja update tiba waktu mau login keluar tampil unable to authenticate your identity pdhal chip nomer daftar banking pasang hp 3 kali ulang masuk ujung keluar notifikasi atas baru harus makin bagus,2023-11-10 19:36:16,Tommy Febryan Supartha,1,BCA
asli aplikasi sidik jari masuk no telpon deteksi masa kalah sama mobile banking laen bisa sidik jari tidak pripaksi terus klau masuk sperti bang baru bikin 2 bulan ribet masuk nya,2023-11-10 00:37:30,DR ANS,1,BCA
kali kali download aplikasi bca mobile selalu bisa suruh tuk ulang dan coba cara umum ya aplikasi bca mobile sudah kali kali coba hari hari tetap bisa,2023-11-09 21:39:57,Johanes mendena Simbolon,1,BCA
sangat kecewa tida bs transaksi ananti bank error nya mbanking bca update aplikasi masih bs mohon mudah baik sistem aplikasi mbanking bca nya trimah kasih,2023-11-09 13:35:08,Gada Mada Nusantara,1,BCA
banyak kurang kalau copot kartu sim masuk memory card tidak deteksi sehingga verifikasi ulang akan habis pulsa padahal nomor telepon masuk tetap tidak deteksi,2023-11-08 19:47:02,Kenny Wijaya,1,BCA
mau login susah banget udah masukin nomor atm tetap masuk padahal pulsa bnyak di perangkat sama balas sms nya deteksi ada perangkat baru akses mobile bca,2023-11-08 17:00:03,Dimas Adriansah,1,BCA
coba adakan notifikasi lewat sms notifikasi biasa transaksi masuk keluar mudah kalau tf an masuk masuk aplikasi nya,2023-11-07 16:21:42,Eka Suharyana,2,BCA
aplikasi jelek verifikasi sendiri sangat sulit kali coba ambil gambar tetap verifikasi ambil gambar bisa deteksi asli first experience langsung jelek begini baru buka rekening,2023-11-06 15:43:32,naufaldaani,1,BCA
aplikasi aplikasi ribet banget laku registrasi ulang malah error jelas ingat jelas kira blog tanya admin halo bca sama aja malah malah jelas kata boot lah bisa konversi ulang lah jelas sama udah kali nggak jelas error,2023-11-06 13:16:21,Adam Xl,1,BCA
isi flazz aplikasi kurang sensitif banding aplikasi baca kartu lain selalu susah isi kartu flazz di baik saat masih ada ubah,2023-11-06 06:15:31,Anggi Desrina,3,BCA
bca makin kesini makin gajelas masa motong saldo orang enak aja ada terang apa mutasi potong saldo bulan pernah ngegantung bulan malah potong rp 44000 ada terang mutasi,2023-11-05 13:12:46,Mita Nurmalasari,1,BCA
verifikasi wajah gagal terus respon halo bca terlalu lama aplikasi bisa langsung guna sesuai nama mobile banking kalau systemnya kuno ini,2023-11-04 17:21:42,Ir. Maisyal Fazar Alamsyah MM,1,BCA
mohon diresponsemalem udah paketapi pas saya masuk aplikasi masuk 6 digit kode akses kombinasi huruf angkaudah masuktapi langsung tulis unable to authenticate your identity kenapa yaaamohon segera dijawabterimakasih,2023-11-02 19:30:50,Nur Halimah,5,BCA
verifikasi bisa padahal udah ngabisin pulsa 10 ribu ngirimnya telat terus kata koneksi buruk padahal sinyal full guna bca kecewa di baik tuh masalah sinyal sama verifikasi,2023-11-01 21:04:23,Mar Bella,2,BCA
developer bodoh apa gimana dikit error indikator merah terus sekalipun ini malah 205 udah nunggu lama aja 205 gilir install ulang pas mau verif sms malah gapernah balesan malah jadi 232fak,2023-11-01 19:20:48,Fariz Darmawan,1,BCA
mau login ulang karna hp habis direset susah sekali verifikasi wajah masa kudu datang kantor cabang kini data padahal identitas sama bukan mudah sulit jadi malas kalau antri bank cuma baharu mbanking,2023-10-30 10:45:16,nia lediarty,1,BCA
