at,userName,content,score,application
2023-06-19 15:11:27,Joni Ucok,mau tanya sama kalian dan cek saldo saya kecewa oleh bca saldo saya di potong tanpa ada bukti di mutasi nya pemeliharaan setiap bulan di potong satu bulan udah hilang hampir 50rb tanpa penjelasan trf sesama bca di potong tolong jelaskan,1,BCA
2023-06-19 11:39:36,Ya Gapapalah,per minggu kemarin sampai hari ini tidak bisa menggunakan mbankong ke cabang bca terdekat satpamnya nyuruh update aplikasi tidak bisa2 setelah itu akhirnya uninstall aplikasi lalu install lagi sampai saat ini tidak bisa2 juga aneh tadinya baik2 saja,1,BCA
2023-06-19 11:13:30,Muhamad Wahyu Nugroho,setelah upgrade terkeluar sendiri pas log in lagi di srh verifikasi wajah stagnan dstu gk mau lanjut lagi pdhl kouta ada dan nomor banking yg terdaftar jg di sim 1 mohon kembalikan fitur aplikasi yg simple dan mudah di pakai spt sblmnya,1,BCA
2023-06-19 08:17:49,Daemon Arc,setelah update malah kurang responsive lemot bahkan top up flazz juga bermasalah saldo rekening berkurang saldo flazz tidak bertambah sudah lebih 24jam masih sama saja sebelumnya tidak pernah seperti ini seharusnya mbanking hanya untuk kepentingan perbankan bukan untuk beli tiket dll hilangkan saja fitur tidak jelas seperti itu yang malah merusak fungsi utama aplikasi ini,1,BCA
2023-06-19 07:03:14,yovita angeline,sering sekali jika melakukan pengisian paket data pulsa tidak sampai saldo sudah terpotong tapi paket zonk untuk pelayanan bank bca tdk diragukan mmg top tapi kalo masalah model top uo2 pulsa hp token sering bgt mleset dan akhirnya direlakan,3,BCA
2023-06-18 22:05:54,muslimin lenzivio,indikator sinyal gak stabil tidak ada opsi log in pakai biometrik setiap cek mutasi harus pakai kata sandi untuk transfer atau pembayaran menunya sedikit sekali harus tahu kode awalnya untuk setiap transaksi kita tidak ramah buat pengguna,2,BCA
2023-06-18 18:29:48,Gilang Ramdani,saya sudah sebulan lebih semenjak device di reset dan download ulang otomatis harus verifikasi biometrik tapi malah gagal terus nanya ke cs nya katanya gitu gitu doang orang sim card jaringan pulsa data keterangan sudah sesuai bukannya lebih baik malah nyusahin buat kebutuhan ganti verifikasi biometrik,1,BCA
2023-06-18 14:52:37,Ihsan Nurjamil,hallosaya kan udah verifikasi ulang karna ganti no hp dan udah ubah kode akses barumasa pas buka lagi apknya disuruh verifikasi lagi gangguan koneksi terus lagi tolong dong diperbaiki udah kirim sms berapa kali masi juga belum bisa segera diproses terima kasih,1,BCA
2023-06-16 22:42:48,Muharam Muharam,kenapa ini tiba2 harus registrasi ulang padahal saya ga ngelakuin kesalahan udah gitu susah banget regitrasi lewat sms gagal terusmalah ngabisin pulsaini jrlas ngerugiin biayawaktu saya saya harus ke kantor cabang lagi mending ada waktusaya kan kerja hadeuuhkenapa sih di persulit,3,BCA
2023-06-16 22:42:01,intan dwi pertiwi,tolong dong bca diperbaiki sistemnya indikator hijau lama sekali update bca mobile pas login malah dibilang data tidak sesuai mohon verifikasi ulang itu gimana maksudnya toh itu saya yg log in kode akses sesuai saya repot butuh mbanking,1,BCA
2023-06-16 22:04:26,Adiv kesuma101,pas hari ini tgl 16 juni 2023 saldo terakhir saya 50500 pas saya mau transaksi saldo saya tiba2 berkurang saya coba cek mutasi tapi tidak ada keterangan nya masa saldo kecil aja bisa hilang bagai mana kalau saldo nya banyak paling tidak setiap ada keluar atau masuk nya dana atau pun potongan di mutasi rek itu harus ada keterangannya bahaya kalau begini,1,BCA
2023-06-16 21:20:30,Irgi reza Farizki,indikator merah terus mau transaksi jadi ribet sering muncul notifikasi data tidak sesuai padahal saya sehari bisa lebih dr 10 kali transaksi tp apk kaya gini malah menghambat,1,BCA
2023-06-16 21:17:00,Arie XL,sekarang sering bermasalah indikator hijau tp begitu ingin melakukan transaksi langsung berubah biru koneksi lancar utk aplikasi lain tolong di perbaiki terimakasih,3,BCA
2023-06-16 21:14:50,Ajie Pratama,kemarin transaksi pakai qris error saldo kepotong tapi tidak ada notifikasi sukses untungnya ada mutasi rekening ada jejaknya sekarang indikator yg error padahal sudah hijau tp setelah d klik tansaksi langsung birumerah dan langsung transaksi gagal hp sudah restart pun tidak ada pengaruhnya padahal koneksi internet bagus tolonglah diperbaiki,2,BCA
2023-06-16 21:07:21,Satrio Seta,setelah update jadi lama bgt proses lampu hijaunyapadahal internet lancar buat apapun tolong diperbaiki kalau sdh baik sy revisi kalau tidak ubah versi lama saja yg oke,2,BCA
2023-06-16 21:00:01,Putra Muba,mohon diperbaiki ni aplikasi nya sejak habis diperbarui indikator nya nunggu lama cek saldo aja ga bisa kartu telkomsel pakai wifi hp direstar tetep aja ga hijau indikator nya nyesal saya perbarui,1,BCA
2023-06-16 20:58:13,Mark Pierre Fernando Tawas,di saat genting malah ga bisa transaksi itu sangat menyebalkan sinyal bagus indikator hijau pas di klik lgsg berubah biru indikator nya php bener bener palsu mending livin deh,1,BCA
2023-06-16 20:54:50,Sigit Raharjo,setelah di update bukan lebih baik malah sering gangguan transfer dan cek saldo dari kemarin ga bisa nunggu sinyal ijo lama begitu nyala buat cek saldo sinyal biru lagi loading dan ahkirnya gagal payah bca,1,BCA
2023-06-16 20:48:30,Anna Gilang,selain indikator hijau nya laaaaaamaaaa bgttt bikin emosiiiii sedangkan transaksi sedang buru2 sinyal wifi fuull kuota full 5g brarti yang masalah di aplikasinyaaaaaaa zonk teruuuuusssss bikin gedeeeeeegggg,1,BCA
2023-06-16 20:41:17,Adi Saputra,harusnya tau kalo masih di jam kerja atau jam produktif itu gabisa seenaknya main asal maintenance nasabah jadi susah buat transaksi aplikasi sering error terasa jadi tidak berguna aplikasinya jika transaksi tetap harus ke mesin atm dikarenakan aplikasi sering error,1,BCA
2023-06-16 20:39:22,Robert Hilbert,tolong aplikasinya segera diperbaiki untuk lampu indikator warna hijaunya sekarang susah sekali padahal signal kuat dan lancarjadi g bs transaksi dengan cepat,2,BCA
2023-06-16 20:35:21,Mrafardhan Atharizz,haloooo kenapa tidak bisa digunakan lampu indikatornya merah terus sampe nunggu lama tetep aja signal bgs saya pake buka youtube dan aplikasi lainnya bisa tolong secepatnya diperbaiki dong bca doang nih yg sering kaya gini,1,BCA
2023-06-16 15:16:53,Monita P P Ziliwu,kecewa banget udah dari awal punya rekening langsung pake mbca buat cek history tf tapi setelah ganti device gabisa dipake lagi dengan keterangan harus melakukan pengkinian data udah ke cabang bca terdekat tapi tidak ada solusinya juga cs malah bingung dan disuruh coba terus secara berkala akhirnya dialihkan ke mybca sama cs tapi ttp gabisa juga dengan keterangan sandi mbca salah hadeh merepotkan,1,BCA
2023-06-16 11:08:29,Sudarga,ngaco yang sekarang udh di aktivasi ke cabang dan bisa pas pulang ternyata ga bisa ke buka lgi abis pulsa buat ngirim verifikasi tapi gagal berulang kali verifikasi sms selalu gagal giliran ke cabang nya bisa pas di tempat aja pas di rumah suruh verifikasi ulang dan gagal gagal terus,1,BCA
2023-06-15 00:01:27,Apri Kiong,aplikasi ini udah jadul lampu birunya kelamaaaaaan kualitas sinyalnya tolong diperbaiki diberikan kemudahan cek transaksi tanpa batasan dan notifikasi uang masuk,3,BCA
2023-06-14 23:54:32,Side Skye,server nya sering banget error terutama pas tengah malam saat mesin atm sulit ditemukan transaksi apaapa jadi susah apalagi yang urusan urgent seperti pembelian token listrik saat sudah mau habis percuma ada aplikasi ini gak membantu saat keadaan sulit,1,BCA
2023-06-14 20:09:50,Pri Estuti,berkali2 download bca lancar tp skg mau transaksi hrs verifikasi wajah berkali2 gagal mungkin krn hp sy yg kamerakrg baguspdhl buat foto bagus katanya krg terangdh dicoba diluar rmh siang benderang gagal lg coba ky biasanya yg penting kan akses ma pin rahasia dr siang smp mlm gagal trs,1,BCA
2023-06-14 19:32:40,Opin hotanG,layanan sms bca telah berubah dari 69888 menjadi 89888 bca yg ganti nomor tapi nasabah yg harus ganti manual notujuan sms nya jadi harus kena biaya sms 2x kalo ganti nolayanan ya dari pertama sms verifikasi dong dibuat otomatis sangat kecewa,1,BCA
2023-06-14 18:14:02,budi lesmana,bagaimana biar verikasi mudah sudah bayar sms gagal terus sampai pulsa habis masih harus mengulang mengisi alamat lagi tetap gagal tolong di perbaiki kembalikan seperti dulu lebih mudah sekarang malah penurunan fungsi aplikasi,1,BCA
2023-06-14 14:35:14,Kang Yadie,pelayanan sangat bagus untuk keamanan kl bisa setiap menggunakan pin acak dan tidak ada popup tombol ketika pin karna beberapa system pysing menggunakan system rekam jejak,5,BCA
2023-06-14 13:14:28,Yun Nin,lampu indikatornya merah terus min saya sudah melakukan penggantian data wifi mode pesawat updetan sampe me restart ulang hp tpi ttp saja lampu indikatornya merah bagaimana itu ap sdng gangguan atau jaringan saya yg jlek mohon di perhatikan lagi yh min terimakasih,5,BCA
2023-06-13 15:13:18,Putri,apk ini sangat bagus mudah digunakan membantu saya disaat buka rekening baru ktp tidak bisa discan untuk bertransaksi dimana aja buat apa saja saya paling suka menggunakan untuk belanja online kalian jangan ragu download apk ini membantu sekali hehe,5,BCA
2023-06-12 09:26:13,Khusus Game,tolong di buatkan fitur buku tabungan biar yg buat online bisa print sendiri buat kebutuhan pembukaan rekening online memang bagus cepat tapi masalahnya di cetak buku tabunganrekening nya antri sangat,5,BCA
2023-06-09 21:02:16,A D N A J T U E C N U E H,sumpah ini aplikasi ngeselin banget udah berulang ulang kali ada notif kartu sim yang anda gunakan tidak sesuai mau transfer malam2 malah ky gini verifikasi sampe pulsa habis ga berhasil maunya apa sihh,1,BCA
2023-06-09 18:58:37,hartono khu,kenapa ya gak ada menu tombol top up flazz nya ternyata aplikasinya milih kartu ada kartu yang di scan muncul saldo tombol top up ada yang hanya muncul saldo tanpa tombol top up,2,BCA
2023-06-09 12:45:09,Rossy Paulina,elah verivikasi nya ribet bgt udah 3 kali gagal sekarang udah 5 kali dan tinggal kode otp yang ga nyampe2 ini ribetin bgt dah verivikasi udah banyak bgt langlah2 nya jelek bgt user experience nya kalo ada bintang 0 gua kasih bintang 0 dah masih mending m banking mandiri punya asli anjg bgt dah asli ini udah verivikasi sms verivikasi ktp verivikasi foto ah ada lagi anjg verivikasi otp mana ga masuk2 otp nya,1,BCA
2023-06-09 03:57:59,Romi Bahari,saya sudah 4 hari tidak bisa aktivasi m bca via sms gagal terus gimana ini pulsa mencukupi aplikasi sudah diupdate ttp aja gabisa bisa semua cara sudah sy lakukan tpi hasilnya nihil tolonglah segera diperbaiki tambahin metode lain kek jgn cuma sms doang supaya mempermudah nasabah mau login aja dibikin susah,1,BCA
2023-06-07 16:32:39,Jovita Salsabila,sebagai pengguna baru aplikasi menurut saya lumayan lah hanya saja tampilannya masih jadul dan membosankan dan belum bisa menggunakan sidik jari jadi tiap kali masuk harus ngetik kode akses semoga bisa segera diupdate,4,BCA
2023-06-06 06:31:34,Tika Anggita,entah kenapa ya ini bca udh 2 kali tf uang nya ga masuk cek mutasi juga ga ada transaksi 2 kali tf walaupun nominal nya 10 rb 2 kali tf dari bank lain aja udh 20 ribu biar saldo bisa di tarik tapi malah saldo ga bertambah tolong dong ada apa ya kalo cuma bahas efaluasi untuk bca nya sampe kapan tidak ada solusi,2,BCA
2023-06-05 21:27:49,Bang Ucup,mau verifikasi wajah saja setengah matipakai cara apa saja tetep gagalbikin repot aja sudah banyak yg komplain harusnya di perbaiki lah admin gak usah kasih tips beginibegitu atau suruh kirim gambar dllsemua sudah di lakukan tetep sama saja silakan koreksi diri update akhirnya sy ke kantor bca sebentar beres di bank tetanggasy verifikasi wajah sekali langsung beres gak ribet kaya bca ini,1,BCA
2023-06-05 18:57:02,Kamal Official,saya sudah melakukan transaksi dan saldo nya pun sudah terpotong tapi kenapa belom berhasil transaksi pas telpon halo bca playanan kuran bagus dan di bukti transfer nya ngga masuk tapi di cek mutasi nya sudah terpotong aduhh,1,BCA
2023-06-05 17:53:47,Sugeng Aryadi,tidak bisakah bca menggunakan system pengenalan wajah dan akses data telepon lebih moderen susah sekali verifikasi ingin mengganti perangkat telepon aja mesti di blokir segala padahal sudah menggunakan foto ktp asli jaringan telepon nomor yg saya gunakan mendaftar bca mobile aplikasi sudah baca data telepon dan lokasi masih saja tunggu beberapa saat beberapa saat itu sebentar kalau dari siang sampai malam masih beberapa saat itu beberapa jam namanya capek dech,3,BCA
2023-06-05 06:36:26,Jasver Aritonang,m bangking nya tidak membantu toh juga datang ke cabang terdekat percuma layanan berbasis aplikasi begini kalau juga mesti datang ke cabang terdekat menyusahkan aja mendingan gak usah pakai aplikasih dah gaya2an bikin kesal eh toh juga disuruh datang ke bank nya,1,BCA
2023-06-05 00:14:05,Stefi Karamoy,gue pake bca uda lumayan lama tapi biasa buat terima gaji doang baru brapa hari ini gue bener bener cek semua saldo gue gue itungin manual pemasukan sama pengeluaran gue dan ilang saldo gue 40k di mutasi bener bener gaada uda gue itung berkali kali hasilnya sama bukan soal nominal tapi kek bank ternama kok kaya gini gitu padahal emang uda rencana mau buka rek baru lagi buat khusus tabungan baru tapi setelah kejadian kek gini jadi takut deh sumpah,3,BCA
2023-06-04 15:46:39,Marlan Setiawan,aplikasi yang sekarang sangat sangat sangat sangat sangat sangat sangat super buruk sekali saya sama sekali tidak bisa login ke akun saya saya selalu diminta untuk verifikasi ulang tetapi selalu gagal di verifikasi wajah kenapa harus ada verifikasi wajah segala kalau hanya merepotkan dan menyusahkan nasabah lama coba berbagai cara sampai nelp ke customer service tapi tak pernah bisa selalu saja sibuk dan di suruh menghubungi layanan chat whatsapp tapi tak pernah ada solusi gimana ini,1,BCA
2023-06-03 19:22:35,alya silvia nuraini,awalnya saya suka aplikasi ini tapi kali ini saya sangat kecewa saya isi paket internet lewat bca mobile keterangannya tertulis transaksi gagal tapi saldo atm saya tetap kepotong inii gimana uang 100k saya hilang cuma2 admin tolong baca 2 kali saya alami hal yg serupa awalnya saya maklumi tapi ini sudah yang ke 2 kalinya padahal sebelumnya saya selalu beli aman2 aja tolonggg diperbaiki,2,BCA
2023-06-03 14:54:58,Juju Saputra,aplikasi sangat recommende buat semua kalanganfiturnya simpel dan mudah digunakan keamanan sangat terpercayaayoo sob dwonload dan jangan lupa masukan kode referalnya yang ada di atas agar langsung di accterima kasih semoga ulasan ini bermanfaat,5,BCA
2023-06-03 09:52:08,EVERYTHING LAH,mau daftar offline sidik jari ga kebaca sama costumer service disaranin daftar online udah daftar online berkali kali giliran ngeklik setuju yg terkahir gabisabisa payah ngabisin waktu orang aja,2,BCA
2023-06-03 02:09:50,Wahyu Arifianto,kok sekarang jadi ribet ya biometrik harusnya dikasih opsi lain misal kamera belakang karena kualitas hp berbeda2 atau mungkin verifikasi via mesin atm update gk cuma soal keamanan tapi juga kemudahan penggunaan dong gk user friendly bgt parahhh apalagi jawabannya kayak format bot buat jawab setiap ulasannya alasannya tetep demi keamanan tempat terang dll,1,BCA
2023-06-02 22:11:55,el Pradana88,habis update makin payah ini aplikasi sementara transaksi sedang tdk dpt diprosessilakan ulangi beberapa saat lagi udah seminggu woooy ikutin cara jalian tetap aja sama ga bisa transaksi alasan ga ad mslh tp kenyataan payah tim it bca apa kabar bukan makin bagus malah makin bobrok,1,BCA
2023-06-02 11:10:35,jeje 11 garage (Jeje),kebiasaan jika topup flazz di bca mobile paling buruk udah lebih dari 15x topup saldo ketarik di mbanking saldo ke flazz ga masuk sangat parahh kecewa berat sama m bca perbaiki lah sistem nya wasting time tlpn halo bca proses seminggu lebih nominal nya ga seberapa buang2 waktu jika ga mampu menyediakan aplikasi yang efektif untuk topup flazz mendingan di hapuskan saja udh banyak kayak gini kejadian nya ga di perbaiki2 itu bug nya harusnya cari cara ga ada tuh bug seperti itu,2,BCA
2023-06-01 11:53:23,Gandi Subang,bca mobile aplikasi sangat recommendedayoooooooo daftar sekarang juga dan gunakan kode referal di atas ya g ada di poto profilagar accc cepat dan bidap bonus kipo belanja juga,4,BCA
2023-05-31 13:29:51,Redho Gunawan,menu cadles kirim ke rek laindi atm tidak mengeluarkan strukdi mutasi tidak munculbahaya seperti ini sistem nyaitu duit apa masuk atau tidakse andainya penerima tidak menerimaapa bukti saya buat adu argumen nyasialllll,5,BCA
2023-05-31 13:00:15,hellodiga,versi ini smakin dipersulit harus ada verifikasi wajah gimana mau lanjut ke aplikasi stop di verifikasi wajah krn gk ada tombol foto jadi gk bisa digunain lagi app nya sangat kecewa,1,BCA
2023-05-29 18:07:03,Romasty Lucy “Mamak Hasianta Elroi” Naibaho,setelah diupdate jadi lebih sulit utk transaksi melalui klik bca mobile saya tdk tekan tombol back pd hp tapi ada terus notificationnya dan transaksi gagal terus tdk dpt diproses selain itu sebagai bukti kita cuma bisa screenshoot layar ini pun dinote terus tdk bisa lagi ada apa ya,2,BCA
2023-05-28 15:14:11,My Google,kekurangannya adalah ketika selesai transaksi transfer tidak ada struknya repotrepot harus capture screenshot tolong perbaiki lagi supaya lebih sempurna,3,BCA
2023-05-28 12:37:14,twindy wr,aplikasi gak jelas verifikasi wajah gagal trs padahal sudah di tempat terang dan kondisi lain sesuai keterangan padahal transaksi sebelumnya selalu pake mbca makanya pas ganti hp juga ttp mau pake mbca eh gagal terus nelp ke hallo bca juga cuma lepas blokir setelahnya verifikasi wajah pasti keblokir lagi bener bener gak jelas otw ganti aja kalo seminggu ini belum ada perbaikan,1,BCA
2023-05-27 01:54:02,Yu Qie,ini kan aplikasi dompet digital tapi kenapa gak pernah update ya saya pengguna aplikasi ini udah ada 3 tahun belum pernah saya lihat aplikasi ini minta update di palystore tapi amanaman aja saat menggunakannya keren,5,BCA
2023-05-26 22:12:09,Awie Awie,tolong dong kasih penjelasan kenapa setiap masukin pasword salah terus yang bener tu seperti apa kasih tau yang bener alpha numerik tu seperti apa kasih contohnya percuma berkali masukin kombinasi huruf angka tetep aja gagal terus ngabisin pulsa aja jadi mh gak rugi mh iya pelayanan bca nih gimana sih suruh secara online tapi dipersulit tetap aja gak bisa untuk pin pin lama apa pin baru soalnya tetep aja gak bisa gimana sih kox bisa mulu pulsa udah habis banyak tapi gk bisa2,1,BCA
2023-05-26 21:50:13,Asril Tanjung,tolong diperbaiki aplikasinya trus keterangannyamohon indikator warna hijau muncul keterangan 205mohon maaf transaksi tidak dapat diperosessilahkan ulangi beberapa saat lagi coba dperbaiki lagi,1,BCA
2023-05-26 13:37:30,Dylan Zero,semenjak update tidak bisa verifikasi nomor otp untuk masuk kembali ke mbanking padahal sudah beberapa kali dikirim sms dan diterima 89888 tapi didalam aplikasi masih muter menunggu proses validasi dan terus seperti itu,1,BCA
2023-05-26 10:47:32,Okan Putra,parah bgt m bangking bca aku mau aktivasi aja koneksi terputus ngga bisa terus dari kemarin parah bgt sekarang serba susah padahal sudah habis pulsa 20rb internet pun bagus kuota banyak tapi parah bgt sangat sangat kecewa,1,BCA
2023-05-26 08:46:43,Alfian Wahid Irmawan,mohon penjelasan apk sering crash sendiri dan logout sendiri saya pengguna samsung dibilang andoid view tidak sesuai mohon pencerahannya selalu terganggu saat bertransaksi soal ini,3,BCA
2023-05-26 06:49:28,glorina desviani,saya rasa mbca harus banyak diperbaiki terutama untuk yg terbiasa mwnggunakan mbanking yg memiliki banyak fitur topup tanpa harus mencari virtual account terlebih dahulu dibeberapa mbanking lainnya menu dan layanan seperti iti tidak memusingkan seperri bca mencarinya,2,BCA
2023-05-25 22:22:56,fadila,untuk app sudah bagus tapi untuk lampu indikator kadang suka menghambat transaksi harus menunggu lama padahal sudah di restart suka keluar sendiri dari app juga padahal jaringan stabil manfaat app nya banyak memudahkan jugaa pelayanan petugas dari bank nya juga ramahh bangett,5,BCA
2023-05-25 19:15:42,Ahmad Rifai,menurut sy fitur biometrik untuk bca mobile sangat merugikan waktu bagi nasabah apabila gagal untuk verifikasi wajah di bca mobile jadi harus tlp halo bca kemudiam nasabah harus menunggu maksimal 2 hari untuk menunggu telepon dari tim terkait jadi menurut sy sistem bca sangat bobrok sekali saat ini karena untuk mengakses bca mobile saja harus nomor yg terdaftar memang nya dengan ktp saja tidak bisa untuk mengidentifikasi dan mengharuskan verifikasi muka,1,BCA
2023-05-25 17:46:06,Juni andani,kenpa yah selalu keluar sendiri lalu indikator sudah hijau tp ga muncul pada saat transaksi dan cek saldo jadi berulang2 karena mau memastikan untuk transaksi sudah kepotong apa blm huft capek deh tolong di perbaiki dong bca,3,BCA
2023-05-25 14:12:23,Erni Wiharja,ini niatnya mau lebih aman dgn verifikasi wajah tapi malah menyulitkan wajah sy gagal terverifikasi sudah puluhan kali dicoba gk bisa namanya wajah sama di ktp bs ada perubahan rambut kurus gemuk dll klo sistemnya belum siap mengenal wajah tolong hilangkan saja verifikasi wajahnya masalah sudah teratasi oleh tim halo bca terima kasih langsung di proses 1x24 jam,4,BCA
2023-05-25 01:52:19,arman keren,aplikasi ini bagus bangetsangat mempermudah saya dalam melakukan transaksi khususnya non tunaitapi itu dulu sebelum saya ganti hp karena hp saya yang lama rusak terpaksa saya ganti hp yang baru tapi masih tetap nomor contak yang lamasemua prosedur yang di minta sudah saya lakukantapi pas verifikasi wajah gagal muludan di suruh ke cabang bca yang terdekatpak bossaya foto buat ktp itu th 2011 ini udah tahun 2023 raut muka jelas ada yang berubahtolong dong pake logikalah,1,BCA
2023-05-24 19:16:49,El Macha CieH,bca kenapa sihmasa tiap mau login selalu minta verifikasi ulangkarena sim card tidak sesuaiuda 3x loh begini terus masa terus2an harus verifikasijgn mulai ga jls dehnyusahin,2,BCA
2023-05-24 17:30:56,Iis Ismay,mau coba aktivasi ulang mbangking nya gagal terus pulsa banyak kuota internet ada malah sampe berkurang banyak pulsa nya ttep ga bisa juga koneksi internet anda terputus silahkan coba beberapa saat lagi begitu terusss perkara awal nya ga muncul otp di aktivasi ulang mbangking malah gabisabisa masuk sedih,5,BCA
2023-05-24 11:56:36,Wahyu Hidayatullah,saya awam memakai pakai apk ini tapi meskipun begitu saya lumayan paham saat saya mencoba mengirim kode otp lewat pesan entah kenapa gagal terus sedangkan saat saya mengirim pesan ke teman saya melalui sms tidak ada kendala sama sekali dan tentu saja pulsa saya sudah terisi jadi tolong untuk cepat diupdate sistemnya bisa melalui wa contohnya agar jika ada kendala melalui sms bisa pindah ke platform lain untuk mengkonfirmasi kode otp nya,3,BCA
2023-05-24 01:58:24,DR Team,hp sudah ada nfc hanya bisa cek saldo aja tapi gak ada pilihan top up di apliksinya qo gak ada untuk top up flazz sih padahal kompetitor udah bisa top up lewat hp gak perlu ke minimarket mesin atm,2,BCA
2023-05-22 03:33:07,Yunia Monica,gara gara pindah ke hp lain apk nya harus verifikasi ulang mana harus foto dulu hp saya rusak kamera nya jadi ga bisa foto harusnya ga perlu verifikasi lagi cuma buat cek saldo kan sebelumnya di hp yang lama sudah ini saya mau tf jadi ribet,1,BCA
2023-05-21 13:35:11,J,tolong di perbaiki verifikasi muka saat saya melakukan verifikasi muka selalu gagal sampai 15x percobaansudah di tempat terang terkena cahaya lampu dan di coba di siang hari saat terang tetap gagal,1,BCA
2023-05-19 22:50:35,Muhammad Nurdin,di mutasi rekening tidak tertera jelas tentang pendebitan saldo yang terpotong seperti pendebitan administrasi jadi kadang saya heran kok saldo berkurang saya cek di mutasi rekening tidak tercantum dana saldo yang berkurang tolong diperbaiki aplikasinya terima kasih,3,BCA
2023-05-19 14:54:05,arnad hardianto,sangat praktis dan cepat dalam melakukan transaksi tapi sayangnya ada yg kurang atau saya yg tidak tau y krn setiap mau tf ke dana ovo dll repot banget yg lain seperti mbanking br bn sudah ada menu pilihannya sendiri untuk tf ke danaovo jadi tinggal masukan no hp aja n done gak usa repot harus serching nokode dulu,5,BCA
2023-05-18 12:39:43,Aprian Setia putra,aplikasinya susah sekali buat masuk menunggu lampu indikator gak hijau dan akhirnya sementara tidak bisa digunakan dan udah verifikasi ulang sampe 10 kali tetep sama saja tidak bisa digunakan udah abis pulsa banyak tolong dibenarkan kendala tersebut,4,BCA
2023-05-18 08:28:22,Nurhasannah,susah banget pake fitur video call buat buka rekening baru udh 2 hari mau coba video call sama cs keterangannya koneksi internet terputus mulu jdi ngerasa ribet tolong diperbaiki apknya dong,3,BCA
2023-05-18 07:06:05,Johny Nuryusup,ini kenapa semenjak diperbarui lampu indikatornya merah terus padahal koneksi stabil tolong segera diperbaiki karena sangat menghambat transaksi,1,BCA
2023-05-18 06:05:52,Roro Zoa,ga bisa verifikasi mbanking udah coba berkalikali tp pas tahap terakhir ambil foto selfie malah gagal terus yang bener dong klo bikin aplikasi it nya suruh kerja yg bener biar ga nyusahin orang,1,BCA
2023-05-17 23:18:25,Ariyadi Nugraha,update itu perbaikan bukan malah buat susah verifikasi gagal terus ini judulnya ganti aja masuk susah udah di dalam mudahmudah di hack mudah dibajakudah masuk cek saldo ga pake pinlama semua transaksi ga perlu pintapi masuk awal harus verifikasi setengah mampus sampe detik ini ga bisabca mobile sampah jawaban dari tanggapan ganti template autotextnyabilang aja emang aplikasinya aja yg sampah kalo alesan kurang terang ga pas lingkaran atau apapun alesannyabanyak yg ngalaminmin,1,BCA
2023-05-17 20:41:14,yudi agustiana,sebelum transaksi lampu indikator hijau tapi mulai transaksi langsung lampu indikator berubah birudicoba terus menerus sama ajmohon pencerahaannya kenapa bisa begitu,3,BCA
2023-05-17 20:40:15,iigy firdauss,ini kenapa ya mbca ketika mau buka info saldo loading mulu jaringan bagus kuata penuh udah diulang masih aja loading mulu bahkan udah diupdate pun gitu masih dibantu dong,1,BCA
2023-05-17 15:23:42,Haykal Sabiq,ku pikir maslah teknis cuma terjdi di salah satu aplikasi oerbankan sajaternyata semua nya burukcuma beda di salah satu bagian bagian tertentu sajamasa mau buka rekning baru di suruh masukin rekning saat iniklo punya sih gk masalahlah kalo baru mau buka rekning pertama kali gimana bisa buka rkning di aplikasiora di suruh masukin rekning saat initrus gak ada opsi lagiparahlangsung ku uninstall,1,BCA
2023-05-17 12:04:06,Axl Prast,baru kali ini sangat kecewa dengan aplikasi baru bca verifikasi wajah bikin emosi gagal terus aplikasi ga nambah bener tapi nambah masalah baru masalah keamanan jadi masalah kenyamanan pelanggan kamu woiitim it kalian tuh yg bener kl kerja ludes pulsa buat sms verifikasi toh juga gagal komplin ke cs jawaban copy paste aj dipake,1,BCA
2023-05-16 15:40:23,Ajrina Gifari Septadilla,beberapa kali transaksi pake qris tulisannya transaksi gagal tapi saldo udah kepotong dan parahnya saldo ga masuk di toko penjual ngelapor ke bca harus nunggu 20 hari kerja,1,BCA
2023-05-15 13:46:29,Yunita Hardiyanti,verifikasi wajah sma ktp segala mana susah bgt gagal terus org lagi perlu malah lelet gitu saya mau tarik tabungan saya dan pindah ke mandiri by livin atau dana lebih mudah gampang dan ga ribet kaya apk ini sangat di sayangkan mempersulit hal yg sudah mudah,2,BCA
2023-05-14 16:25:53,Renardn Renardn,baru brp hr update udh update lg kebanyakan update hp jd lemot mw transfer suruh update dulu jd prosesnya lama aturan buru2 bisa langsung transfer malah hrs nungguin proses update proses update mesti diulang karna gagal terus padahal pulsa udh kepotong terus,1,BCA
2023-05-14 15:56:40,Andreas Wijayanto,mohon diperbaiki utk aplikasinya menunggu indikator warna hijau nya lama sekali menghambat transaksi jadinya apalagi kalau mau bayar pakai qris nunggu di kasir lama gara indikator nya ga hijau memalukan padahal koneksi internet lancar tdk ada gangguan,2,BCA
2023-05-14 15:53:57,Popy Puspitosari,aplikasinya kenapa ini saya cek saldo cek mutasi transfer ga bisa semua disuruh cek koneksi internet sampe ada sign hijau eh ditunggu2 stuck di biru terus padahal sinyal internet lancar2 aja tolong segera diperbaiki krn urgent mau saya pake transfer,3,BCA
2023-05-14 13:58:07,Piring plastick,setiap mau masuk selalu salah kode akses padahal udah bener vrifikasi pake sms berbayar hasilnya selalu ber ulang ulang di keesokanbm harinya salah lagi kayaknya kerja sama sama oprator jaringan biar nguras pulsa,1,BCA
